Sample	Cancer type	DITHER score	mDITHER score	cDITHER score
TCGA-AU-3779-01A	COAD	3.202495197	3.529794895	2.875195499
TCGA-AU-6004-01A	COAD	2.552332672	2.479515853	2.62514949
TCGA-AY-4070-01A	COAD	2.972788458	2.988538668	2.957038247
TCGA-AY-4071-01A	COAD	3.298502744	3.438805624	3.158199864
TCGA-AY-5543-01A	COAD	2.696817431	3.265933658	2.127701204
TCGA-AY-6196-01A	COAD	2.615366097	2.932916613	2.297815581
TCGA-AY-6197-01A	COAD	2.550958828	3.31951005	1.782407605
TCGA-AY-6386-01A	COAD	2.469266795	2.633604273	2.304929317
TCGA-AY-A54L-01A	COAD	3.107821696	3.380901966	2.834741426
TCGA-AY-A69D-01A	COAD	3.180881749	3.408881042	2.952882456
TCGA-AY-A71X-01A	COAD	2.7106319	3.305836907	2.115426893
TCGA-AY-A8YK-01A	COAD	3.162594261	3.513049246	2.812139277
TCGA-AZ-4308-01A	COAD	2.906606672	3.06948834	2.743725004
TCGA-AZ-4313-01A	COAD	2.480778639	2.889185642	2.072371636
TCGA-AZ-4315-01A	COAD	2.719893545	2.877352504	2.562434587
TCGA-AZ-4323-01A	COAD	2.289233152	2.473678667	2.104787637
TCGA-AZ-4614-01A	COAD	3.223098133	3.690034845	2.756161421
TCGA-AZ-4615-01A	COAD	2.674212828	3.04271995	2.305705707
TCGA-AZ-4616-01A	COAD	2.665499724	3.417440698	1.913558751
TCGA-AZ-4681-01A	COAD	2.930632058	3.546230085	2.31503403
TCGA-AZ-4682-01B	COAD	2.870446541	3.541257592	2.19963549
TCGA-AZ-4684-01A	COAD	3.433628374	3.578838241	3.288418507
TCGA-AZ-5403-01A	COAD	2.755726673	3.026000314	2.485453033
TCGA-AZ-5407-01A	COAD	2.789640867	3.241856314	2.337425421
TCGA-AZ-6598-01A	COAD	2.74263435	3.503195088	1.982073612
TCGA-AZ-6599-01A	COAD	2.810954274	3.139557191	2.482351356
TCGA-AZ-6600-01A	COAD	3.120789494	3.383745065	2.857833924
TCGA-AZ-6601-01A	COAD	2.340806591	2.794028257	1.887584926
TCGA-AZ-6603-01A	COAD	3.330634217	3.659731301	3.001537133
TCGA-AZ-6605-01A	COAD	2.612731085	2.674964268	2.550497902
TCGA-AZ-6606-01A	COAD	3.039775916	3.712178507	2.367373326
TCGA-AZ-6607-01A	COAD	3.103613032	3.255014548	2.952211515
TCGA-AZ-6608-01A	COAD	3.212649965	3.706828607	2.718471323
TCGA-CA-5254-01A	COAD	3.26204131	3.55644211	2.96764051
TCGA-CA-5255-01A	COAD	2.588976426	2.937576566	2.240376286
TCGA-CA-5256-01A	COAD	3.088917742	3.438064584	2.7397709
TCGA-CA-5796-01A	COAD	2.788069437	3.483661414	2.09247746
TCGA-CA-5797-01A	COAD	3.332962958	3.651174192	3.014751723
TCGA-CA-6715-01A	COAD	2.885430351	3.430879829	2.339980874
TCGA-CA-6716-01A	COAD	2.944881715	3.834695656	2.055067773
TCGA-CA-6717-01A	COAD	2.070043427	2.550668906	1.589417949
TCGA-CA-6718-01A	COAD	2.510923169	3.109771174	1.912075164
TCGA-CA-6719-01A	COAD	3.27988553	3.681730416	2.878040644
TCGA-CK-4947-01B	COAD	2.342824575	2.697415729	1.988233421
TCGA-CK-4948-01B	COAD	2.938831735	3.333330604	2.544332866
TCGA-CK-4950-01A	COAD	2.540205973	2.472504461	2.607907485
TCGA-CK-4951-01A	COAD	2.599831552	3.004756044	2.19490706
TCGA-CK-4952-01A	COAD	2.830758582	3.310149186	2.351367979
TCGA-CK-5912-01A	COAD	3.294998547	4.013645659	2.576351435
TCGA-CK-5913-01A	COAD	2.542454272	3.294517037	1.790391506
TCGA-CK-5914-01A	COAD	3.016357988	3.551687587	2.48102839
TCGA-CK-5915-01A	COAD	2.803736511	3.653135133	1.95433789
TCGA-CK-5916-01A	COAD	2.220010228	2.668789807	1.771230649
TCGA-CK-6746-01A	COAD	2.62341272	3.123082659	2.12374278
TCGA-CK-6747-01A	COAD	2.439854061	3.16598861	1.713719512
TCGA-CK-6748-01A	COAD	2.943663317	3.487060042	2.400266592
TCGA-CK-6751-01A	COAD	2.172989186	2.877947585	1.468030786
TCGA-CM-4743-01A	COAD	2.372535564	2.492326095	2.252745034
TCGA-CM-4744-01A	COAD	2.856279175	3.450213092	2.262345257
TCGA-CM-4746-01A	COAD	2.938655305	3.458152337	2.419158274
TCGA-CM-4747-01A	COAD	2.86377831	2.975211647	2.752344974
TCGA-CM-4748-01A	COAD	2.650811621	3.157577953	2.144045289
TCGA-CM-4750-01A	COAD	3.275092731	3.676790763	2.873394699
TCGA-CM-4751-01A	COAD	2.529143146	2.750428628	2.307857665
TCGA-CM-4752-01A	COAD	2.973440553	3.034479698	2.912401408
TCGA-CM-5341-01A	COAD	2.953036242	3.310675262	2.595397222
TCGA-CM-5344-01A	COAD	2.849058498	3.11108762	2.587029376
TCGA-CM-5348-01A	COAD	3.15987096	3.510783817	2.808958104
TCGA-CM-5349-01A	COAD	2.617664244	2.90212285	2.333205637
TCGA-CM-5860-01A	COAD	3.165041701	3.513300003	2.8167834
TCGA-CM-5861-01A	COAD	2.661182338	3.279559269	2.042805407
TCGA-CM-5862-01A	COAD	3.554817551	3.925695319	3.183939784
TCGA-CM-5863-01A	COAD	2.676672216	3.202825261	2.150519171
TCGA-CM-5864-01A	COAD	3.206046429	3.769865157	2.642227701
TCGA-CM-5868-01A	COAD	3.150281092	3.464473108	2.836089077
TCGA-CM-6161-01A	COAD	2.767420867	3.211109224	2.32373251
TCGA-CM-6162-01A	COAD	2.153257119	2.494327868	1.81218637
TCGA-CM-6163-01A	COAD	3.051633172	3.511023899	2.592242445
TCGA-CM-6164-01A	COAD	2.932485093	3.115798796	2.749171391
TCGA-CM-6165-01A	COAD	2.930912072	3.263234128	2.598590017
TCGA-CM-6166-01A	COAD	2.794979053	3.486913227	2.103044878
TCGA-CM-6167-01A	COAD	2.413609807	2.403381461	2.423838153
TCGA-CM-6168-01A	COAD	2.438054745	2.444858468	2.431251022
TCGA-CM-6169-01A	COAD	3.28616665	3.432587368	3.139745932
TCGA-CM-6170-01A	COAD	2.925854848	3.489742164	2.361967531
TCGA-CM-6171-01A	COAD	2.536594357	3.016415832	2.056772883
TCGA-CM-6172-01A	COAD	3.096059227	3.330621431	2.861497024
TCGA-CM-6674-01A	COAD	2.499274028	2.779109792	2.219438265
TCGA-CM-6675-01A	COAD	3.004328319	3.851362689	2.15729395
TCGA-CM-6676-01A	COAD	3.147334915	3.426886986	2.867782844
TCGA-CM-6677-01A	COAD	3.156468272	3.652059388	2.660877157
TCGA-CM-6678-01A	COAD	2.835891109	3.455961031	2.215821186
TCGA-CM-6679-01A	COAD	3.138617472	3.497307977	2.779926966
TCGA-CM-6680-01A	COAD	2.604324194	2.845148463	2.363499925
TCGA-D5-5537-01A	COAD	3.257232449	3.91374548	2.600719419
TCGA-D5-5538-01A	COAD	2.764567936	3.341517439	2.187618433
TCGA-D5-5539-01A	COAD	3.145215644	3.52953048	2.760900808
TCGA-D5-5540-01A	COAD	3.014968017	3.852066813	2.177869221
TCGA-D5-5541-01A	COAD	3.297445081	3.665594783	2.929295379
TCGA-D5-6529-01A	COAD	2.454970979	2.746273038	2.16366892
TCGA-D5-6530-01A	COAD	2.398565046	2.514966004	2.282164089
TCGA-D5-6531-01A	COAD	3.322562051	3.798536381	2.846587721
TCGA-D5-6532-01A	COAD	2.97987092	3.449290748	2.510451092
TCGA-D5-6533-01A	COAD	3.061033359	3.559096455	2.562970262
TCGA-D5-6534-01A	COAD	2.232331293	2.321462801	2.143199785
TCGA-D5-6535-01A	COAD	2.858296137	3.264672359	2.451919916
TCGA-D5-6536-01A	COAD	2.87570052	3.434895048	2.316505993
TCGA-D5-6537-01A	COAD	2.850389404	3.428189332	2.272589475
TCGA-D5-6538-01A	COAD	3.207591395	3.859177952	2.556004839
TCGA-D5-6539-01A	COAD	2.335630403	2.383718489	2.287542316
TCGA-D5-6540-01A	COAD	2.301138863	3.183586908	1.418690817
TCGA-D5-6541-01A	COAD	2.831414612	2.913976699	2.748852525
TCGA-D5-6898-01A	COAD	3.067210117	3.730996856	2.403423377
TCGA-D5-6920-01A	COAD	2.136803432	2.550031974	1.723574891
TCGA-D5-6922-01A	COAD	3.25223033	3.670254235	2.834206424
TCGA-D5-6924-01A	COAD	2.977540845	3.577049866	2.378031823
TCGA-D5-6926-01A	COAD	2.918912543	3.285608401	2.552216685
TCGA-D5-6927-01A	COAD	2.540128276	2.921145769	2.159110782
TCGA-D5-6928-01A	COAD	2.019022255	2.377595066	1.660449443
TCGA-D5-6929-01A	COAD	2.602850555	2.916443355	2.289257754
TCGA-D5-6930-01A	COAD	2.305640629	2.77576486	1.835516397
TCGA-D5-6931-01A	COAD	2.487119848	2.994311741	1.979927955
TCGA-D5-6932-01A	COAD	3.038174605	3.661191463	2.415157747
TCGA-D5-7000-01A	COAD	2.739641082	3.420519806	2.058762359
TCGA-DM-A0X9-01A	COAD	2.672159026	3.301242706	2.043075345
TCGA-DM-A0XD-01A	COAD	2.844535842	3.095598264	2.593473421
TCGA-DM-A0XF-01A	COAD	2.701131225	3.178101574	2.224160876
TCGA-DM-A1D0-01A	COAD	3.05699657	3.65927869	2.45471445
TCGA-DM-A1D4-01A	COAD	2.777445234	3.485210765	2.069679702
TCGA-DM-A1D6-01A	COAD	2.921997307	3.609438364	2.234556251
TCGA-DM-A1D7-01A	COAD	2.976647405	3.418321033	2.534973776
TCGA-DM-A1D8-01A	COAD	3.24208354	3.774295676	2.709871404
TCGA-DM-A1D9-01A	COAD	2.638372799	3.440970824	1.835774775
TCGA-DM-A1DA-01A	COAD	3.017112535	3.804514271	2.229710798
TCGA-DM-A1DB-01A	COAD	2.977621376	3.681870789	2.273371963
TCGA-DM-A1HA-01A	COAD	3.006788158	3.657846773	2.355729544
TCGA-DM-A1HB-01A	COAD	2.276107583	2.891658177	1.660556989
TCGA-DM-A280-01A	COAD	2.23824755	2.692616564	1.783878537
TCGA-DM-A282-01A	COAD	2.714166305	3.30605723	2.12227538
TCGA-DM-A285-01A	COAD	2.986627637	3.083643916	2.889611358
TCGA-DM-A288-01A	COAD	3.407969319	3.818511245	2.997427393
TCGA-DM-A28A-01A	COAD	3.094355362	3.726435085	2.462275638
TCGA-DM-A28C-01A	COAD	2.605432548	3.379592252	1.831272844
TCGA-DM-A28E-01A	COAD	2.978907734	3.471208902	2.486606566
TCGA-DM-A28F-01A	COAD	3.168799622	3.45870862	2.878890625
TCGA-DM-A28G-01A	COAD	2.813309694	3.238700216	2.387919172
TCGA-DM-A28H-01A	COAD	2.962409109	3.435599765	2.489218454
TCGA-DM-A28K-01A	COAD	3.043196165	3.475365966	2.611026365
TCGA-DM-A28M-01A	COAD	3.280747439	3.926409626	2.635085251
TCGA-F4-6459-01A	COAD	3.047553404	3.432711593	2.662395215
TCGA-F4-6460-01A	COAD	3.044972974	3.413414783	2.676531166
TCGA-F4-6461-01A	COAD	2.373043456	2.935242046	1.810844867
TCGA-F4-6463-01A	COAD	2.463375216	2.745849956	2.180900476
TCGA-F4-6569-01A	COAD	2.541620426	2.836913637	2.246327215
TCGA-F4-6570-01A	COAD	2.495108458	3.211412285	1.778804631
TCGA-F4-6703-01A	COAD	2.02168811	1.993603554	2.049772667
TCGA-F4-6704-01A	COAD	2.820449245	2.970914275	2.669984215
TCGA-F4-6805-01A	COAD	2.523137026	2.480901731	2.565372322
TCGA-F4-6806-01A	COAD	2.339347967	3.024844191	1.653851743
TCGA-F4-6807-01A	COAD	2.602266051	3.185100634	2.019431468
TCGA-F4-6808-01A	COAD	2.955159114	3.328406706	2.581911521
TCGA-F4-6809-01A	COAD	2.399071382	2.942408711	1.855734053
TCGA-F4-6854-01A	COAD	2.821697938	3.52177444	2.121621435
TCGA-F4-6855-01A	COAD	2.822085628	3.329711894	2.314459362
TCGA-F4-6856-01A	COAD	2.481927682	3.049878572	1.913976792
TCGA-G4-6293-01A	COAD	2.449673489	2.530445359	2.36890162
TCGA-G4-6294-01A	COAD	2.884812206	3.446338441	2.32328597
TCGA-G4-6295-01A	COAD	2.847655314	3.259330731	2.435979897
TCGA-G4-6297-01A	COAD	2.983455153	3.425380911	2.541529395
TCGA-G4-6298-01A	COAD	2.667388246	2.94966971	2.385106782
TCGA-G4-6299-01A	COAD	3.174930729	3.757751482	2.592109977
TCGA-G4-6302-01A	COAD	1.263973407	1.591567797	0.936379016
TCGA-G4-6303-01A	COAD	3.271189623	3.620757755	2.921621491
TCGA-G4-6304-01A	COAD	1.71380843	2.032297497	1.395319363
TCGA-G4-6306-01A	COAD	3.050760053	3.643397256	2.458122851
TCGA-G4-6307-01A	COAD	3.02743016	3.62384277	2.43101755
TCGA-G4-6309-01A	COAD	2.513377345	3.43098486	1.595769829
TCGA-G4-6310-01A	COAD	3.08477439	3.575948671	2.593600109
TCGA-G4-6311-01A	COAD	2.65021959	2.797343418	2.503095761
TCGA-G4-6314-01A	COAD	3.176064868	3.263305273	3.088824462
TCGA-G4-6315-01A	COAD	2.93484238	3.063983456	2.805701304
TCGA-G4-6317-01A	COAD	3.038149628	3.75754992	2.318749337
TCGA-G4-6320-01A	COAD	2.479840501	3.006966998	1.952714005
TCGA-G4-6321-01A	COAD	1.844822685	2.406763067	1.282882303
TCGA-G4-6322-01A	COAD	2.712679532	3.40673488	2.018624185
TCGA-G4-6323-01A	COAD	2.578992098	3.151794839	2.006189356
TCGA-G4-6586-01A	COAD	2.52540215	2.969244831	2.08155947
TCGA-G4-6588-01A	COAD	2.332293558	2.967125542	1.697461575
TCGA-G4-6625-01A	COAD	2.80737343	3.044759629	2.569987232
TCGA-G4-6626-01A	COAD	3.074721038	3.633205802	2.516236275
TCGA-G4-6627-01A	COAD	1.93065757	2.132582126	1.728733013
TCGA-G4-6628-01A	COAD	2.478735255	2.811238068	2.146232442
TCGA-NH-A50T-01A	COAD	3.105366488	3.782168167	2.428564809
TCGA-NH-A50U-01A	COAD	3.488440125	3.899230882	3.077649369
TCGA-NH-A50V-01A	COAD	2.869763111	3.115753435	2.623772786
TCGA-NH-A5IV-01A	COAD	2.637553839	3.194862336	2.080245342
TCGA-NH-A6GA-01A	COAD	3.048961773	3.595158126	2.50276542
TCGA-NH-A6GB-01A	COAD	2.632564248	3.283211362	1.981917134
TCGA-NH-A6GC-01A	COAD	3.21958698	3.585280759	2.853893202
TCGA-NH-A8F7-01A	COAD	3.354906554	3.658262464	3.051550643
TCGA-NH-A8F8-01A	COAD	3.044311252	3.61207092	2.476551585
TCGA-QG-A5YV-01A	COAD	3.058980018	3.487030793	2.630929243
TCGA-QG-A5YW-01A	COAD	3.222657864	3.469134108	2.97618162
TCGA-QG-A5YX-01A	COAD	2.92625429	3.211444832	2.641063749
TCGA-QG-A5Z1-01A	COAD	3.277075481	3.508405089	3.045745873
TCGA-QG-A5Z2-01A	COAD	2.570197548	3.028355036	2.112040059
TCGA-QL-A97D-01A	COAD	3.197589399	3.50007075	2.895108048
TCGA-RU-A8FL-01A	COAD	3.312503955	3.685272695	2.939735216
TCGA-SS-A7HO-01A	COAD	3.131027251	3.823593859	2.438460642
TCGA-T9-A92H-01A	COAD	3.174659105	3.508401056	2.840917155
TCGA-WS-AB45-01A	COAD	2.256188201	2.162354763	2.350021639
TCGA-FA-8693-01A	DLBC	1.974626356	2.61786045	1.331392262
TCGA-FA-A4BB-01A	DLBC	2.08026431	2.175371704	1.985156915
TCGA-FA-A4XK-01A	DLBC	2.845442301	3.306567506	2.384317095
TCGA-FA-A6HN-01A	DLBC	2.409980917	2.538136431	2.281825403
TCGA-FA-A6HO-01A	DLBC	2.764607769	2.76842158	2.760793957
TCGA-FA-A7DS-01A	DLBC	2.60021524	3.28446491	1.91596557
TCGA-FA-A7Q1-01A	DLBC	2.841994336	3.651646773	2.032341899
TCGA-FA-A82F-01A	DLBC	3.096289175	3.203627958	2.988950392
TCGA-FA-A86F-01A	DLBC	2.029152238	2.234705402	1.823599074
TCGA-FF-8041-01A	DLBC	2.673262988	3.338331717	2.008194259
TCGA-FF-8042-01A	DLBC	2.752975064	3.36464209	2.141308039
TCGA-FF-8043-01A	DLBC	2.935214594	3.440696892	2.429732297
TCGA-FF-8046-01A	DLBC	2.302567546	2.954226638	1.650908454
TCGA-FF-8047-01A	DLBC	2.639274274	3.391787067	1.88676148
TCGA-FF-8061-01A	DLBC	2.397268114	3.404205681	1.390330548
TCGA-FF-A7CQ-01A	DLBC	2.40907507	2.842531015	1.975619125
TCGA-FF-A7CR-01A	DLBC	2.520823909	2.859490109	2.182157709
TCGA-FF-A7CW-01A	DLBC	2.683298838	3.121682862	2.244914814
TCGA-FF-A7CX-01A	DLBC	2.464480782	3.466401574	1.46255999
TCGA-GR-A4D4-01A	DLBC	2.453139203	2.818210805	2.0880676
TCGA-GR-A4D5-01A	DLBC	1.405464166	1.713372604	1.097555728
TCGA-GR-A4D6-01A	DLBC	2.562409213	2.631140644	2.493677783
TCGA-GR-A4D9-01B	DLBC	2.488162879	3.022433603	1.953892154
TCGA-GS-A9TQ-01A	DLBC	3.084559064	3.258007537	2.91111059
TCGA-GS-A9TT-01A	DLBC	2.750299701	3.636098848	1.864500555
TCGA-GS-A9TU-01A	DLBC	2.431548897	2.687908188	2.175189606
TCGA-GS-A9TV-01A	DLBC	1.771798011	1.496120198	2.047475824
TCGA-GS-A9TW-01A	DLBC	2.698787327	3.175814984	2.221759669
TCGA-GS-A9TX-01A	DLBC	2.262582106	2.216990804	2.308173409
TCGA-GS-A9TY-01A	DLBC	3.297197278	3.965945441	2.628449114
TCGA-GS-A9TZ-01A	DLBC	2.908275158	3.35701748	2.459532836
TCGA-GS-A9U3-01A	DLBC	2.195995404	2.38571081	2.006279998
TCGA-GS-A9U4-01A	DLBC	1.838691289	2.009394813	1.667987766
TCGA-RQ-A68N-01A	DLBC	2.888778988	3.670398197	2.107159778
TCGA-RQ-A6JB-01A	DLBC	2.528402294	2.978290359	2.078514229
TCGA-RQ-AAAT-01A	DLBC	3.055181989	3.645919748	2.46444423
TCGA-VB-A8QN-01A	DLBC	2.439666332	2.643989437	2.235343226
TCGA-2H-A9GF-01A	ESCA	3.215358384	3.643424004	2.787292763
TCGA-2H-A9GH-01A	ESCA	3.254836396	3.808667044	2.701005749
TCGA-2H-A9GI-01A	ESCA	3.153815958	3.43008916	2.877542756
TCGA-2H-A9GJ-01A	ESCA	3.235146881	3.71086462	2.759429142
TCGA-2H-A9GK-01A	ESCA	2.831083287	3.160689794	2.501476781
TCGA-2H-A9GL-01A	ESCA	3.206340488	3.85683014	2.555850837
TCGA-2H-A9GM-01A	ESCA	3.491292869	3.763114153	3.219471585
TCGA-2H-A9GN-01A	ESCA	3.256835434	3.995687109	2.517983759
TCGA-2H-A9GO-01A	ESCA	3.127410746	3.544388307	2.710433185
TCGA-2H-A9GQ-01A	ESCA	3.431552929	3.980527304	2.882578553
TCGA-2H-A9GR-01A	ESCA	2.747870369	3.068155167	2.427585571
TCGA-IC-A6RE-01A	ESCA	2.85840003	3.265569859	2.4512302
TCGA-IC-A6RF-01A	ESCA	2.617571085	2.953639089	2.281503081
TCGA-IG-A3I8-01A	ESCA	2.999782947	3.437358844	2.562207051
TCGA-IG-A3QL-01A	ESCA	3.207870211	3.745068856	2.670671566
TCGA-IG-A3Y9-01A	ESCA	2.33111123	2.228395329	2.433827131
TCGA-IG-A3YA-01A	ESCA	2.687301298	2.393579701	2.981022894
TCGA-IG-A3YB-01A	ESCA	3.328745826	3.690652903	2.966838749
TCGA-IG-A3YC-01A	ESCA	2.765178446	3.094615859	2.435741034
TCGA-IG-A4P3-01A	ESCA	2.873376523	3.066051818	2.680701227
TCGA-IG-A4QS-01A	ESCA	3.377099838	3.619504011	3.134695665
TCGA-IG-A4QT-01A	ESCA	1.719479941	1.370950594	2.068009288
TCGA-IG-A50L-01A	ESCA	3.022923562	3.316625839	2.729221285
TCGA-IG-A51D-01A	ESCA	2.711624766	2.800745532	2.622504001
TCGA-IG-A5B8-01A	ESCA	2.99330326	3.104819385	2.881787134
TCGA-IG-A5S3-01A	ESCA	3.091540408	3.444831266	2.73824955
TCGA-IG-A625-01A	ESCA	3.190151836	3.573101528	2.807202143
TCGA-IG-A6QS-01A	ESCA	3.058786437	3.582629644	2.53494323
TCGA-IG-A7DP-01A	ESCA	1.706047606	1.298794941	2.113300272
TCGA-IG-A8O2-01A	ESCA	3.277626585	3.580147439	2.975105732
TCGA-IG-A97H-01A	ESCA	3.089371133	3.542264596	2.63647767
TCGA-IG-A97I-01A	ESCA	2.906813568	3.159955129	2.653672007
TCGA-JY-A6F8-01A	ESCA	3.348597141	3.842547028	2.854647254
TCGA-JY-A6FA-01A	ESCA	3.475003451	3.843221903	3.106784999
TCGA-JY-A6FB-01A	ESCA	3.292092525	3.824537741	2.759647309
TCGA-JY-A6FD-01A	ESCA	2.398294374	2.892542934	1.904045815
TCGA-JY-A6FE-01A	ESCA	3.36780745	3.995169094	2.740445806
TCGA-JY-A6FG-01A	ESCA	2.868665468	3.276728169	2.460602767
TCGA-JY-A6FH-01A	ESCA	3.228861173	3.957072378	2.500649968
TCGA-JY-A938-01A	ESCA	2.519666785	2.630092025	2.409241545
TCGA-JY-A939-01A	ESCA	2.257162206	2.240188973	2.274135438
TCGA-JY-A93C-01A	ESCA	3.296510841	3.776316964	2.816704718
TCGA-JY-A93D-01A	ESCA	2.934192264	2.953282889	2.915101639
TCGA-JY-A93E-01A	ESCA	3.019297642	3.253916225	2.78467906
TCGA-JY-A93F-01A	ESCA	2.783741752	3.111655108	2.455828397
TCGA-KH-A6WC-01A	ESCA	2.017089159	1.78554009	2.248638228
TCGA-L5-A43C-01A	ESCA	2.573336641	2.573901489	2.572771793
TCGA-L5-A43E-01A	ESCA	3.179584179	3.72346074	2.635707618
TCGA-L5-A43H-01A	ESCA	2.919385713	3.158946905	2.679824521
TCGA-L5-A43I-01A	ESCA	3.316900989	3.700623751	2.933178227
TCGA-L5-A43J-01A	ESCA	3.195512701	3.85712378	2.533901623
TCGA-L5-A43M-01A	ESCA	2.862980636	2.787438114	2.938523159
TCGA-L5-A4OE-01A	ESCA	2.996524296	3.361835704	2.631212889
TCGA-L5-A4OF-01A	ESCA	2.784258717	3.195808758	2.372708676
TCGA-L5-A4OG-01A	ESCA	2.848931793	3.235586137	2.462277449
TCGA-L5-A4OH-01A	ESCA	3.28765875	3.682064118	2.893253382
TCGA-L5-A4OI-01A	ESCA	2.730666079	3.4398034	2.021528759
TCGA-L5-A4OJ-01A	ESCA	3.037570548	3.497633752	2.577507344
TCGA-L5-A4OM-01A	ESCA	3.387421818	3.492158617	3.282685019
TCGA-L5-A4ON-01A	ESCA	3.346675275	3.825818638	2.867531911
TCGA-L5-A4OO-01A	ESCA	2.585331763	2.817575869	2.353087657
TCGA-L5-A4OP-01A	ESCA	3.085666895	3.615088579	2.556245212
TCGA-L5-A4OQ-01A	ESCA	2.986501181	3.22412748	2.748874882
TCGA-L5-A4OR-01A	ESCA	3.352810194	3.704857079	3.000763309
TCGA-L5-A4OS-01A	ESCA	2.364400994	2.581382304	2.147419684
TCGA-L5-A4OT-01A	ESCA	3.369044402	3.557695317	3.180393488
TCGA-L5-A4OU-01A	ESCA	2.839693644	2.961144212	2.718243075
TCGA-L5-A4OW-01A	ESCA	3.147404409	3.40755021	2.887258609
TCGA-L5-A4OX-01A	ESCA	3.05553815	3.571127373	2.539948927
TCGA-L5-A88S-01A	ESCA	3.048990318	3.036694006	3.06128663
TCGA-L5-A88T-01A	ESCA	1.78182661	1.608135303	1.955517916
TCGA-L5-A88V-01A	ESCA	3.551829602	3.988356622	3.115302583
TCGA-L5-A88W-01A	ESCA	2.581936217	2.830387349	2.333485085
TCGA-L5-A88Y-01A	ESCA	3.078268224	3.448006234	2.708530214
TCGA-L5-A88Z-01A	ESCA	2.781048663	3.260289758	2.301807567
TCGA-L5-A891-01A	ESCA	3.187250399	3.568284967	2.806215831
TCGA-L5-A893-01A	ESCA	2.817394377	3.246906266	2.387882489
TCGA-L5-A8NE-01A	ESCA	3.256618958	3.773327508	2.739910409
TCGA-L5-A8NF-01A	ESCA	3.481648357	3.64356016	3.319736553
TCGA-L5-A8NG-01A	ESCA	2.947741858	3.240612597	2.654871118
TCGA-L5-A8NH-01A	ESCA	3.184592279	3.641085746	2.728098812
TCGA-L5-A8NI-01A	ESCA	2.919596131	3.440655036	2.398537226
TCGA-L5-A8NJ-01A	ESCA	3.070185665	3.495679495	2.644691836
TCGA-L5-A8NK-01A	ESCA	2.596893697	2.933636157	2.260151237
TCGA-L5-A8NL-01A	ESCA	2.702315148	2.917280822	2.487349475
TCGA-L5-A8NM-01A	ESCA	2.302455056	2.98515873	1.619751382
TCGA-L5-A8NN-01A	ESCA	3.067941173	3.796092348	2.339789999
TCGA-L5-A8NQ-01A	ESCA	2.16281637	2.296892544	2.028740196
TCGA-L5-A8NR-01A	ESCA	3.409816953	3.624607536	3.195026371
TCGA-L5-A8NS-01A	ESCA	2.634595896	2.994138319	2.275053473
TCGA-L5-A8NT-01A	ESCA	3.074539589	3.630424737	2.518654442
TCGA-L5-A8NU-01A	ESCA	2.305810143	2.246746977	2.36487331
TCGA-L5-A8NV-01A	ESCA	2.762932355	3.268535118	2.257329591
TCGA-L5-A8NW-01A	ESCA	3.282084632	3.6947811	2.869388164
TCGA-L7-A56G-01A	ESCA	3.30945464	3.471663715	3.147245565
TCGA-L7-A6VZ-01A	ESCA	3.538526539	3.849931203	3.227121875
TCGA-LN-A49K-01A	ESCA	3.08478875	3.432770096	2.736807405
TCGA-LN-A49L-01A	ESCA	3.28900191	3.634435106	2.943568714
TCGA-LN-A49M-01A	ESCA	2.634076456	3.218914637	2.049238275
TCGA-LN-A49N-01A	ESCA	2.977079979	3.139125897	2.815034061
TCGA-LN-A49O-01A	ESCA	3.35698694	3.755036348	2.958937532
TCGA-LN-A49P-01A	ESCA	2.970486888	3.143490563	2.797483214
TCGA-LN-A49R-01A	ESCA	3.370233817	4.012027707	2.728439927
TCGA-LN-A49S-01A	ESCA	2.704908188	2.751788818	2.658027558
TCGA-LN-A49U-01A	ESCA	3.146776227	3.556175519	2.737376936
TCGA-LN-A49V-01A	ESCA	3.525268259	3.798046843	3.252489676
TCGA-LN-A49W-01A	ESCA	2.779355834	2.881297193	2.677414474
TCGA-LN-A49X-01A	ESCA	2.388193173	2.469975889	2.306410456
TCGA-LN-A49Y-01A	ESCA	3.308348562	3.910411055	2.706286069
TCGA-LN-A4A1-01A	ESCA	3.343015961	3.778057825	2.907974097
TCGA-LN-A4A2-01A	ESCA	2.800528372	2.959917368	2.641139377
TCGA-LN-A4A3-01A	ESCA	2.968089141	3.199644597	2.736533685
TCGA-LN-A4A4-01A	ESCA	3.391145225	3.664255555	3.118034895
TCGA-LN-A4A5-01A	ESCA	2.604209208	2.501206186	2.707212231
TCGA-LN-A4A6-01A	ESCA	2.991213182	3.498244707	2.484181656
TCGA-LN-A4A8-01A	ESCA	3.151959811	3.61524001	2.688679612
TCGA-LN-A4A9-01A	ESCA	3.290072382	3.595279933	2.98486483
TCGA-LN-A4MQ-01A	ESCA	3.244223665	3.528402716	2.960044614
TCGA-LN-A4MR-01A	ESCA	3.206070788	3.512510603	2.899630972
TCGA-LN-A5U5-01A	ESCA	3.324651766	3.678754756	2.970548777
TCGA-LN-A5U6-01A	ESCA	3.428799206	3.699132704	3.158465709
TCGA-LN-A5U7-01A	ESCA	3.347772561	3.763318342	2.932226781
TCGA-LN-A7HV-01A	ESCA	2.932421096	3.478184119	2.386658073
TCGA-LN-A7HW-01A	ESCA	3.367205943	3.769324103	2.965087784
TCGA-LN-A7HX-01A	ESCA	3.188693993	3.397626395	2.979761591
