Sample	Cancer type	DITHER score	mDITHER score	cDITHER score
TCGA-DX-AB2V-01A	SARC	3.015120364	3.06742856	2.962812167
TCGA-DX-AB2W-01A	SARC	3.106716635	3.467432585	2.746000685
TCGA-DX-AB2X-01A	SARC	3.545356564	4.073746282	3.016966845
TCGA-DX-AB2Z-01A	SARC	2.316346544	2.46711184	2.165581247
TCGA-DX-AB30-01A	SARC	2.710879621	2.967471923	2.454287318
TCGA-DX-AB32-01A	SARC	2.639292919	3.030438772	2.248147066
TCGA-DX-AB35-01A	SARC	3.293347779	3.652017878	2.934677679
TCGA-DX-AB36-01A	SARC	3.487559458	3.68979819	3.285320726
TCGA-DX-AB37-01A	SARC	3.06242568	2.986500073	3.138351287
TCGA-DX-AB3A-01A	SARC	3.562796064	3.706683107	3.418909022
TCGA-DX-AB3B-01A	SARC	2.817421973	3.023716451	2.611127495
TCGA-DX-AB3C-01A	SARC	2.701450873	3.153571738	2.249330008
TCGA-FX-A2QS-01A	SARC	3.324134322	3.333084651	3.315183994
TCGA-FX-A3NJ-01A	SARC	2.753503473	3.607735253	1.899271693
TCGA-FX-A3NK-01A	SARC	3.324838047	3.356498488	3.293177607
TCGA-FX-A3RE-01A	SARC	2.931535575	3.297979169	2.56509198
TCGA-FX-A3TO-01A	SARC	3.346381632	3.593480843	3.09928242
TCGA-FX-A48G-01A	SARC	3.089972564	3.872464702	2.307480426
TCGA-FX-A76Y-01A	SARC	2.70716217	3.462414585	1.951909756
TCGA-FX-A8OO-01A	SARC	2.33900065	3.035119913	1.642881387
TCGA-HB-A2OT-01A	SARC	2.734410236	3.068975841	2.399844632
TCGA-HB-A3L4-01A	SARC	3.098338051	3.503500111	2.69317599
TCGA-HB-A3YV-01A	SARC	3.403233499	3.594030843	3.212436154
TCGA-HB-A43Z-01A	SARC	3.440319253	3.745567918	3.135070587
TCGA-HB-A5W3-01A	SARC	2.960235154	3.38980821	2.530662099
TCGA-IE-A3OV-01A	SARC	2.943054748	3.146897171	2.739212326
TCGA-IE-A4EH-01A	SARC	2.775317759	3.42061678	2.130018739
TCGA-IE-A4EI-01A	SARC	3.105349826	3.452558441	2.758141212
TCGA-IE-A4EJ-01A	SARC	3.013680045	3.276324406	2.751035684
TCGA-IE-A6BZ-01A	SARC	3.329744378	3.626107178	3.033381577
TCGA-IF-A4AJ-01A	SARC	3.112012895	3.392604855	2.831420935
TCGA-IF-A4AK-01A	SARC	2.817725655	3.276643555	2.358807756
TCGA-IS-A3K6-01A	SARC	2.741636947	3.288406463	2.194867432
TCGA-IS-A3K7-01A	SARC	3.149674122	3.52893674	2.770411504
TCGA-IS-A3K8-01A	SARC	2.22974135	3.137722696	1.321760004
TCGA-IS-A3KA-01A	SARC	3.03417991	3.372767323	2.695592498
TCGA-IW-A3M4-01A	SARC	2.394647814	3.26587499	1.523420638
TCGA-IW-A3M5-01A	SARC	3.35564032	3.892889022	2.818391617
TCGA-IW-A3M6-01A	SARC	2.98400471	3.571478317	2.396531103
TCGA-JV-A5VE-01A	SARC	3.08339891	3.761147565	2.405650254
TCGA-JV-A5VF-01A	SARC	3.271246219	3.920331392	2.622161046
TCGA-JV-A75J-01A	SARC	3.163057222	3.412831871	2.913282573
TCGA-K1-A3PN-01A	SARC	2.99566965	3.677594507	2.313744792
TCGA-K1-A42X-02A	SARC	2.956992682	3.652515021	2.261470344
TCGA-K1-A6RT-01A	SARC	1.717251552	1.473087295	1.961415809
TCGA-K1-A6RU-01A	SARC	2.845445166	3.209666495	2.481223836
TCGA-K1-A6RV-01A	SARC	3.25960183	3.778448002	2.740755657
TCGA-KD-A5QS-01A	SARC	3.252170418	3.836699222	2.667641614
TCGA-KD-A5QT-01A	SARC	2.680960179	3.037089055	2.324831302
TCGA-KD-A5QU-01A	SARC	3.325848887	3.766040971	2.885656803
TCGA-KF-A41W-01A	SARC	3.152108097	3.549863968	2.754352225
TCGA-LI-A67I-01A	SARC	3.384470783	3.629527923	3.139413643
TCGA-LI-A9QH-01A	SARC	3.173247014	3.743168712	2.603325316
TCGA-MB-A5Y8-01A	SARC	2.840485648	3.336704387	2.344266908
TCGA-MB-A5Y9-01A	SARC	1.916510902	2.024280493	1.808741311
TCGA-MB-A5YA-01A	SARC	2.633491342	3.311468762	1.955513922
TCGA-MB-A8JK-01A	SARC	3.15646806	3.521013604	2.791922516
TCGA-MB-A8JL-01A	SARC	2.654244297	2.985000832	2.323487762
TCGA-MJ-A68H-01A	SARC	3.010149385	3.299282806	2.721015963
TCGA-MJ-A68J-01A	SARC	2.337624387	2.242572531	2.432676242
TCGA-MJ-A850-01A	SARC	2.700371905	3.331747563	2.068996247
TCGA-MO-A47P-01A	SARC	2.314296995	2.542482694	2.086111297
TCGA-MO-A47R-01A	SARC	2.964096582	3.217516333	2.710676831
TCGA-N1-A6IA-01A	SARC	3.139232734	3.502792651	2.775672817
TCGA-PC-A5DK-01A	SARC	2.556056806	2.801052103	2.311061509
TCGA-PC-A5DM-01A	SARC	3.461114337	3.793046091	3.129182583
TCGA-PC-A5DN-01A	SARC	3.108548578	3.279439139	2.937658017
TCGA-QC-A6FX-01A	SARC	3.104388191	3.388446798	2.820329583
TCGA-QC-A7B5-01A	SARC	2.913464175	3.320142981	2.506785369
TCGA-QC-AA9N-01A	SARC	3.273903826	3.632223574	2.915584077
TCGA-QQ-A5V2-01A	SARC	2.249712244	2.530639062	1.968785426
TCGA-QQ-A5V9-01A	SARC	3.079940604	3.279037868	2.880843339
TCGA-QQ-A5VA-01A	SARC	2.87364816	2.857466404	2.889829916
TCGA-QQ-A5VB-01A	SARC	3.018237828	3.455252258	2.581223398
TCGA-QQ-A5VC-01A	SARC	3.329396656	3.765367101	2.893426211
TCGA-QQ-A5VD-01A	SARC	2.373166351	2.75844981	1.987882893
TCGA-QQ-A8VB-01A	SARC	3.18271547	3.612697499	2.752733441
TCGA-QQ-A8VD-01A	SARC	1.711839229	1.165784052	2.257894407
TCGA-QQ-A8VF-01A	SARC	3.443666746	4.050045764	2.837287728
TCGA-QQ-A8VG-01A	SARC	2.162514919	2.448178322	1.876851516
TCGA-QQ-A8VH-01A	SARC	3.388463116	3.707462396	3.069463836
TCGA-RN-A68Q-01A	SARC	2.256173175	2.602303795	1.910042554
TCGA-RN-AAAQ-01A	SARC	2.96255456	3.014806482	2.910302637
TCGA-SG-A6Z4-01A	SARC	3.355227672	4.013693446	2.696761899
TCGA-SG-A6Z7-01A	SARC	3.566435812	3.545835575	3.58703605
TCGA-SG-A849-01A	SARC	2.447897925	2.80514375	2.0906521
TCGA-SI-A71O-01A	SARC	3.380566071	3.928255913	2.832876229
TCGA-SI-A71P-01A	SARC	2.424351022	2.538342912	2.310359133
TCGA-SI-A71Q-01A	SARC	3.115755395	3.170062783	3.061448008
TCGA-SI-AA8B-01A	SARC	3.258271647	3.674217821	2.842325474
TCGA-SI-AA8C-01A	SARC	2.685926357	2.89167248	2.480180234
TCGA-UE-A6QT-01A	SARC	2.323841557	2.619970711	2.027712404
TCGA-UE-A6QU-01A	SARC	2.767113038	2.953735923	2.580490154
TCGA-VT-A80G-01A	SARC	3.363067655	3.673340355	3.052794954
TCGA-VT-A80J-01A	SARC	2.404159749	2.523909923	2.284409575
TCGA-VT-AB3D-01A	SARC	2.092917014	2.210674814	1.975159213
TCGA-WK-A8XO-01A	SARC	3.217856696	3.338368322	3.097345071
TCGA-WK-A8XQ-01A	SARC	2.871982175	3.396909186	2.347055165
TCGA-WK-A8XS-01A	SARC	3.317623995	3.833296656	2.801951335
TCGA-WK-A8XT-01A	SARC	2.453396396	3.122687292	1.7841055
TCGA-WK-A8XX-01A	SARC	2.931252097	3.64638574	2.216118453
TCGA-WK-A8XY-01A	SARC	3.028315884	3.409281954	2.647349813
TCGA-WK-A8XZ-01A	SARC	3.151622906	3.639353596	2.663892216
TCGA-WK-A8Y0-01A	SARC	3.193794727	3.680289306	2.707300148
TCGA-WP-A9GB-01A	SARC	3.222359379	3.706058277	2.738660481
TCGA-X2-A95T-01A	SARC	2.880882136	3.699238681	2.062525592
TCGA-X6-A7W8-01A	SARC	3.266793722	3.683303788	2.850283657
TCGA-X6-A7WA-01A	SARC	2.149308362	2.075107756	2.223508967
TCGA-X6-A7WB-01A	SARC	2.523129757	3.096869862	1.949389652
TCGA-X6-A7WC-01A	SARC	3.175748768	3.381553411	2.969944125
TCGA-X6-A7WD-01A	SARC	3.17672475	3.516073827	2.837375672
TCGA-X6-A8C2-01A	SARC	3.172990021	3.511363154	2.834616888
TCGA-X6-A8C3-01A	SARC	2.783491494	3.111200009	2.45578298
TCGA-X6-A8C4-01A	SARC	3.318509354	3.907653041	2.729365666
TCGA-X6-A8C5-01A	SARC	2.588796261	3.519663881	1.657928641
TCGA-X6-A8C6-01A	SARC	2.771887054	2.783990799	2.75978331
TCGA-X6-A8C7-01A	SARC	2.389978876	2.86382639	1.916131362
TCGA-X9-A971-01A	SARC	3.25724171	3.606997389	2.907486032
TCGA-X9-A973-01A	SARC	3.12560832	3.837753621	2.413463019
TCGA-Z4-A8JB-01A	SARC	1.979208389	2.411602218	1.546814561
TCGA-Z4-A9VC-01A	SARC	2.397203266	2.949381152	1.845025379
TCGA-Z4-AAPF-01A	SARC	2.614237711	3.205700065	2.022775356
TCGA-Z4-AAPG-01A	SARC	3.197271061	3.87284134	2.521700781
TCGA-3N-A9WB-06A	SKCM	3.08308913	3.414456043	2.751722216
TCGA-3N-A9WC-06A	SKCM	3.016349119	3.114065078	2.91863316
TCGA-3N-A9WD-06A	SKCM	2.51782465	3.014834706	2.020814593
TCGA-BF-A1PU-01A	SKCM	2.665545897	3.274278678	2.056813115
TCGA-BF-A1PV-01A	SKCM	2.79105995	3.422344107	2.159775792
TCGA-BF-A1PX-01A	SKCM	1.789179028	1.984572476	1.59378558
TCGA-BF-A1PZ-01A	SKCM	3.053810617	3.738511454	2.36910978
TCGA-BF-A1Q0-01A	SKCM	2.967726519	3.399355453	2.536097585
TCGA-BF-A3DJ-01A	SKCM	2.782559356	3.141512847	2.423605866
TCGA-BF-A3DL-01A	SKCM	2.555496932	3.120195405	1.99079846
TCGA-BF-A3DM-01A	SKCM	2.596492338	3.317165574	1.875819102
TCGA-BF-A3DN-01A	SKCM	3.177917482	3.662917938	2.692917025
TCGA-BF-A5EO-01A	SKCM	2.608035485	2.902649825	2.313421146
TCGA-BF-A5EP-01A	SKCM	3.204418547	3.81176092	2.597076174
TCGA-BF-A5EQ-01A	SKCM	3.179081338	3.413601952	2.944560724
TCGA-BF-A5ER-01A	SKCM	3.066615465	3.331800002	2.801430929
TCGA-BF-A5ES-01A	SKCM	2.73045719	2.805744814	2.655169565
TCGA-BF-A9VF-01A	SKCM	3.003310593	3.737071486	2.269549699
TCGA-BF-AAOU-01A	SKCM	2.6163216	3.146406643	2.086236557
TCGA-BF-AAOX-01A	SKCM	2.732263761	3.088121588	2.376405934
TCGA-BF-AAP0-06A	SKCM	2.206965339	2.047106058	2.36682462
TCGA-BF-AAP1-01A	SKCM	3.300862681	3.638706318	2.963019044
TCGA-BF-AAP2-01A	SKCM	3.128993309	3.603265954	2.654720664
TCGA-BF-AAP4-01A	SKCM	2.720215484	3.030719513	2.409711455
TCGA-BF-AAP6-01A	SKCM	3.133244852	3.572672387	2.693817317
TCGA-BF-AAP7-01A	SKCM	2.081697279	2.384748091	1.778646467
TCGA-BF-AAP8-01A	SKCM	2.64764562	2.739572262	2.555718978
TCGA-D3-A1Q1-06A	SKCM	3.266611074	3.381000439	3.152221708
TCGA-D3-A1Q3-06A	SKCM	3.199738021	3.099336215	3.300139828
TCGA-D3-A1Q4-06A	SKCM	2.614649417	2.789392761	2.439906073
TCGA-D3-A1Q5-06A	SKCM	3.091837501	3.59094942	2.592725582
TCGA-D3-A1Q6-06A	SKCM	2.818559748	3.268434292	2.368685204
TCGA-D3-A1Q7-06A	SKCM	2.40317363	2.519622183	2.286725077
TCGA-D3-A1Q8-06A	SKCM	2.298958474	2.675634658	1.92228229
TCGA-D3-A1Q9-06A	SKCM	3.266336246	3.377618544	3.155053949
TCGA-D3-A1QA-06A	SKCM	3.190304386	3.494225957	2.886382815
TCGA-D3-A1QB-06A	SKCM	2.557775853	2.634426527	2.481125179
TCGA-D3-A2J6-06A	SKCM	2.564027852	2.941446071	2.186609633
TCGA-D3-A2J7-06A	SKCM	2.449141442	2.58608808	2.312194803
TCGA-D3-A2J8-06A	SKCM	2.033433993	2.197759036	1.86910895
TCGA-D3-A2J9-06A	SKCM	1.978092074	2.195331709	1.760852438
TCGA-D3-A2JA-06A	SKCM	3.080138645	3.404247479	2.75602981
TCGA-D3-A2JB-06A	SKCM	2.284661959	2.374958948	2.19436497
TCGA-D3-A2JC-06A	SKCM	3.250309842	3.422283005	3.078336678
TCGA-D3-A2JD-06A	SKCM	2.514655491	2.957334631	2.071976352
TCGA-D3-A2JE-06A	SKCM	3.24899792	3.899220571	2.598775269
TCGA-D3-A2JF-06A	SKCM	3.134543717	3.480645077	2.788442357
TCGA-D3-A2JG-06A	SKCM	3.263111867	3.539394986	2.986828748
TCGA-D3-A2JH-06A	SKCM	2.079973117	2.152952269	2.006993964
TCGA-D3-A2JK-06A	SKCM	2.082393632	2.887793949	1.276993315
TCGA-D3-A2JL-06A	SKCM	2.850220168	3.236510829	2.463929507
TCGA-D3-A2JN-06A	SKCM	2.593163384	3.047897184	2.138429584
TCGA-D3-A2JO-06A	SKCM	2.622188146	3.011962979	2.232413312
TCGA-D3-A2JP-06A	SKCM	2.957385815	3.59907135	2.31570028
TCGA-D3-A3BZ-06A	SKCM	2.185902264	2.055001928	2.316802599
TCGA-D3-A3C1-06A	SKCM	3.110484854	3.014986086	3.205983623
TCGA-D3-A3C3-06A	SKCM	3.226469182	3.505799389	2.947138976
TCGA-D3-A3C6-06A	SKCM	2.75988161	3.418311766	2.101451454
TCGA-D3-A3C7-06A	SKCM	2.754768705	3.183268416	2.326268994
TCGA-D3-A3C8-06A	SKCM	1.877726462	1.987120355	1.76833257
TCGA-D3-A3CB-06A	SKCM	2.377685299	2.674736869	2.08063373
TCGA-D3-A3CC-06A	SKCM	3.204410531	3.214423861	3.194397202
TCGA-D3-A3CE-06A	SKCM	3.110754384	3.416163115	2.805345652
TCGA-D3-A3CF-06A	SKCM	2.916770795	2.503845434	3.329696157
TCGA-D3-A3ML-06A	SKCM	2.922364572	3.565384041	2.279345104
TCGA-D3-A3MO-06A	SKCM	3.105360389	3.649484616	2.561236161
TCGA-D3-A3MR-06A	SKCM	2.147543551	2.495851581	1.799235521
TCGA-D3-A3MU-06A	SKCM	3.176115064	3.607271366	2.744958763
TCGA-D3-A3MV-06A	SKCM	3.346143098	3.974199896	2.7180863
TCGA-D3-A51E-06A	SKCM	3.152073985	3.272676624	3.031471345
TCGA-D3-A51F-06A	SKCM	1.764467623	1.569890971	1.959044276
TCGA-D3-A51G-06A	SKCM	3.366789434	4.028400094	2.705178774
TCGA-D3-A51H-06A	SKCM	1.60165675	1.176065104	2.027248396
TCGA-D3-A51J-06A	SKCM	2.673709319	3.038625219	2.308793419
TCGA-D3-A51K-06A	SKCM	3.137166848	3.461399242	2.812934455
TCGA-D3-A51N-06A	SKCM	2.794397169	3.264601028	2.324193309
TCGA-D3-A51R-06A	SKCM	2.598742078	3.467435943	1.730048213
TCGA-D3-A51T-06A	SKCM	2.933897878	3.389551678	2.478244077
TCGA-D3-A5GL-06A	SKCM	2.963049186	3.312224985	2.613873387
TCGA-D3-A5GN-06A	SKCM	3.183612855	3.683233649	2.683992062
TCGA-D3-A5GO-06A	SKCM	3.078689495	3.83633353	2.321045461
TCGA-D3-A5GR-06A	SKCM	2.704157022	3.060717668	2.347596377
TCGA-D3-A5GS-06A	SKCM	3.163465731	3.466590163	2.860341298
TCGA-D3-A5GT-01A	SKCM	3.069261996	3.343809532	2.79471446
TCGA-D3-A5GU-06A	SKCM	3.114039244	3.666684081	2.561394406
TCGA-D3-A8GB-06A	SKCM	2.536525844	2.375835505	2.697216183
TCGA-D3-A8GC-06A	SKCM	3.26747327	3.741387434	2.793559107
TCGA-D3-A8GD-06A	SKCM	2.828730913	2.849112359	2.808349467
TCGA-D3-A8GE-06A	SKCM	1.961007519	1.75	2.172015037
TCGA-D3-A8GI-06A	SKCM	2.986678124	3.634268557	2.339087691
TCGA-D3-A8GJ-06A	SKCM	2.450320432	2.717704476	2.182936388
TCGA-D3-A8GK-06A	SKCM	2.930493491	3.424768496	2.436218486
TCGA-D3-A8GL-06A	SKCM	3.037129442	3.503982124	2.570276759
TCGA-D3-A8GM-06A	SKCM	3.016610547	3.42363461	2.609586483
TCGA-D3-A8GN-06A	SKCM	2.389910607	2.761685123	2.01813609
TCGA-D3-A8GO-06A	SKCM	2.859327872	3.037096443	2.6815593
TCGA-D3-A8GP-06A	SKCM	3.42002468	3.812347828	3.027701532
TCGA-D3-A8GQ-06A	SKCM	2.748371153	3.240365681	2.256376624
TCGA-D3-A8GR-06A	SKCM	2.931617778	3.425548614	2.437686942
TCGA-D3-A8GS-06A	SKCM	2.696763552	2.976661957	2.416865147
TCGA-D3-A8GV-06A	SKCM	2.693714977	3.533222637	1.854207316
TCGA-D9-A148-06A	SKCM	3.16486812	3.805115239	2.524621002
TCGA-D9-A149-06A	SKCM	2.979871461	3.504960045	2.454782878
TCGA-D9-A1JW-06A	SKCM	2.97445886	3.130548347	2.818369372
TCGA-D9-A1JX-06A	SKCM	3.11203611	3.6284376	2.59563462
TCGA-D9-A1X3-06A	SKCM	3.534950721	3.689202382	3.38069906
TCGA-D9-A3Z1-06A	SKCM	2.131540514	2.267261031	1.995819997
TCGA-D9-A3Z3-06A	SKCM	2.77767624	2.939118414	2.616234066
TCGA-D9-A3Z4-01A	SKCM	2.937881946	3.406380143	2.469383749
TCGA-D9-A4Z2-01A	SKCM	3.132707288	3.453250342	2.812164234
TCGA-D9-A4Z3-01A	SKCM	3.017760345	3.466929985	2.568590706
TCGA-D9-A4Z5-01A	SKCM	3.235842095	3.637589073	2.834095117
TCGA-D9-A4Z6-06A	SKCM	2.616208329	3.367858622	1.864558036
TCGA-D9-A6E9-06A	SKCM	2.743436071	3.063219939	2.423652204
TCGA-D9-A6EA-06A	SKCM	3.618775626	4.086707365	3.150843887
TCGA-D9-A6EC-06A	SKCM	3.498843603	3.996585249	3.001101957
TCGA-D9-A6EG-06A	SKCM	2.906545649	3.566832412	2.246258886
TCGA-DA-A1HV-06A	SKCM	3.320379292	3.832662523	2.80809606
TCGA-DA-A1HW-06A	SKCM	2.931739829	3.288719931	2.574759728
TCGA-DA-A1HY-06A	SKCM	2.994175854	3.424320535	2.564031174
TCGA-DA-A1I0-06A	SKCM	2.773231377	3.025119864	2.521342891
TCGA-DA-A1I1-06A	SKCM	3.179689805	3.566361065	2.793018545
TCGA-DA-A1I2-06A	SKCM	3.095382404	3.694252504	2.496512304
TCGA-DA-A1I4-06A	SKCM	2.836909705	2.959845281	2.713974129
TCGA-DA-A1I5-06A	SKCM	2.76513502	3.04258719	2.487682851
TCGA-DA-A1I7-06A	SKCM	3.108053129	3.520284189	2.695822069
TCGA-DA-A1I8-06A	SKCM	3.316772592	3.796835851	2.836709333
TCGA-DA-A1IA-06A	SKCM	3.473207851	3.839170514	3.107245188
TCGA-DA-A1IB-06A	SKCM	1.771573906	1.700439718	1.842708094
TCGA-DA-A1IC-06A	SKCM	3.007118646	3.427802645	2.586434646
TCGA-DA-A3F3-06A	SKCM	3.287707431	3.654839457	2.920575405
TCGA-DA-A3F5-06A	SKCM	3.139471318	3.552524469	2.726418166
TCGA-DA-A3F8-06A	SKCM	2.398115584	2.527222047	2.269009121
TCGA-DA-A95V-06A	SKCM	3.374722123	3.802794659	2.946649587
TCGA-DA-A95W-06A	SKCM	2.818427779	3.394073974	2.242781584
TCGA-DA-A95X-06A	SKCM	3.076537704	3.715843594	2.437231814
TCGA-DA-A95Y-06A	SKCM	3.072145821	3.641659841	2.502631802
TCGA-DA-A95Z-06A	SKCM	3.361189627	3.92013706	2.802242195
TCGA-DA-A960-01A	SKCM	2.57610333	3.766237727	1.385968933
TCGA-EB-A1NK-01A	SKCM	2.952155428	3.252580514	2.651730343
TCGA-EB-A24C-01A	SKCM	3.075758277	3.247898119	2.903618436
TCGA-EB-A24D-01A	SKCM	3.487730576	3.931011718	3.044449434
TCGA-EB-A299-01A	SKCM	2.890328057	3.283477878	2.497178237
TCGA-EB-A3HV-01A	SKCM	2.698373162	2.957904851	2.438841474
TCGA-EB-A3XB-01A	SKCM	2.674440299	3.108277871	2.240602727
TCGA-EB-A3XC-01A	SKCM	3.148112373	3.584477518	2.711747228
TCGA-EB-A3XD-01A	SKCM	1.821095916	1.686316653	1.95587518
TCGA-EB-A3XE-01A	SKCM	2.637344471	3.15726823	2.117420712
TCGA-EB-A3XF-01A	SKCM	3.11300225	3.566301973	2.659702526
TCGA-EB-A3Y6-01A	SKCM	2.939099044	3.286425457	2.591772631
TCGA-EB-A3Y7-01A	SKCM	2.507009037	2.767724575	2.246293498
TCGA-EB-A41A-01A	SKCM	2.927576134	3.384557107	2.470595161
TCGA-EB-A41B-01A	SKCM	3.057214904	3.518699575	2.595730234
TCGA-EB-A42Y-01A	SKCM	3.083299897	3.449191646	2.717408147
TCGA-EB-A42Z-01A	SKCM	2.60798387	3.250716593	1.965251147
TCGA-EB-A430-01A	SKCM	3.045279671	3.369976618	2.720582724
TCGA-EB-A431-01A	SKCM	3.071430878	3.49952381	2.643337947
TCGA-EB-A44N-01A	SKCM	2.277107666	2.435323121	2.118892212
TCGA-EB-A44O-01A	SKCM	2.962539986	3.64991988	2.275160091
TCGA-EB-A44P-01A	SKCM	2.552896391	3.105747578	2.000045204
TCGA-EB-A44Q-06A	SKCM	3.436490073	3.334025915	3.538954231
TCGA-EB-A44R-06A	SKCM	3.410303441	3.345485447	3.475121435
TCGA-EB-A4IQ-01A	SKCM	3.007256603	3.046439345	2.968073862
TCGA-EB-A4IS-01A	SKCM	2.709806231	3.04485807	2.374754391
TCGA-EB-A4OY-01A	SKCM	2.692885086	2.510254479	2.875515694
TCGA-EB-A4OZ-01A	SKCM	1.64067412	1.418564443	1.862783797
TCGA-EB-A4P0-01A	SKCM	3.37164002	3.790009917	2.953270122
TCGA-EB-A4XL-01A	SKCM	2.659145427	3.189111287	2.129179567
TCGA-EB-A51B-01A	SKCM	2.963076338	3.596339081	2.329813595
TCGA-EB-A550-01A	SKCM	2.293334526	2.317396048	2.269273005
TCGA-EB-A551-01A	SKCM	2.540264761	2.700574495	2.379955027
TCGA-EB-A553-01A	SKCM	3.13796296	3.504177884	2.771748036
TCGA-EB-A57M-01A	SKCM	2.975060208	2.950803523	2.999316893
TCGA-EB-A5FP-01A	SKCM	3.056911611	3.523156459	2.590666762
TCGA-EB-A5KH-06A	SKCM	3.459845039	3.706547479	3.2131426
TCGA-EB-A5SE-01A	SKCM	3.03931861	3.540968464	2.537668757
TCGA-EB-A5SF-01A	SKCM	3.231957674	3.064634725	3.399280622
TCGA-EB-A5SG-06A	SKCM	2.341647576	2.029133549	2.654161603
TCGA-EB-A5SH-06A	SKCM	3.243328588	3.247829044	3.238828131
TCGA-EB-A5UL-06A	SKCM	2.837253413	3.266512868	2.407993958
TCGA-EB-A5UM-01A	SKCM	2.903362247	3.285109842	2.521614652
TCGA-EB-A5UN-06A	SKCM	2.409114903	2.671377168	2.146852639
TCGA-EB-A5VU-01A	SKCM	3.069793535	3.134556281	3.005030789
TCGA-EB-A6L9-06A	SKCM	1.904185008	1.676437639	2.131932378
TCGA-EB-A6QY-01A	SKCM	2.754188047	3.161899658	2.346476436
TCGA-EB-A6QZ-01A	SKCM	2.963878284	3.418945838	2.508810731
TCGA-EB-A6R0-01A	SKCM	2.548761354	3.130943532	1.966579176
TCGA-EB-A82B-01A	SKCM	2.940563006	2.947111598	2.934014415
TCGA-EB-A82C-01A	SKCM	3.35544103	3.741166719	2.96971534
TCGA-EB-A85I-01A	SKCM	2.552532738	2.811078761	2.293986715
TCGA-EB-A85J-01A	SKCM	2.849869202	2.975201224	2.72453718
TCGA-EB-A97M-01A	SKCM	2.917892924	3.407948987	2.427836861
TCGA-EE-A17X-06A	SKCM	2.005965388	3.17719669	0.834734087
TCGA-EE-A17Y-06A	SKCM	2.845609965	3.442440166	2.248779763
TCGA-EE-A17Z-06A	SKCM	2.744657708	3.657192533	1.832122882
TCGA-EE-A180-06A	SKCM	3.398231347	3.805450601	2.991012093
TCGA-EE-A181-06A	SKCM	2.799319543	3.082101845	2.516537241
TCGA-EE-A182-06A	SKCM	2.662116848	2.861646127	2.46258757
TCGA-EE-A183-06A	SKCM	2.37332916	2.58264085	2.164017469
TCGA-EE-A184-06A	SKCM	3.53726216	3.62460501	3.44991931
TCGA-EE-A185-06A	SKCM	2.859044288	3.561685829	2.156402748
TCGA-EE-A20B-06A	SKCM	2.896983861	3.381183416	2.412784307
TCGA-EE-A20C-06A	SKCM	3.081278131	3.881389958	2.281166305
TCGA-EE-A20F-06A	SKCM	2.680314082	3.24626621	2.114361954
TCGA-EE-A20H-06A	SKCM	3.49712065	3.885678357	3.108562943
TCGA-EE-A20I-06A	SKCM	2.855692802	3.163074189	2.548311414
TCGA-EE-A29A-06A	SKCM	3.112436701	3.510149659	2.714723744
TCGA-EE-A29B-06A	SKCM	2.96374396	3.383783544	2.543704376
TCGA-EE-A29C-06A	SKCM	2.780398349	3.261662171	2.299134526
TCGA-EE-A29D-06A	SKCM	3.302088817	3.815409906	2.788767729
TCGA-EE-A29E-06A	SKCM	3.060719886	3.553087491	2.56835228
TCGA-EE-A29G-06A	SKCM	2.305308731	2.459511484	2.151105978
TCGA-EE-A29H-06A	SKCM	2.805349391	3.360384018	2.250314763
TCGA-EE-A29L-06A	SKCM	3.301228511	3.711909356	2.890547667
TCGA-EE-A29M-06A	SKCM	2.812653857	2.999498099	2.625809615
TCGA-EE-A29N-06A	SKCM	2.396145901	2.579158471	2.213133331
TCGA-EE-A29P-06A	SKCM	2.874796243	3.264397534	2.485194951
TCGA-EE-A29Q-06A	SKCM	2.808125321	3.438290173	2.177960469
TCGA-EE-A29R-06A	SKCM	3.493185066	3.84500067	3.141369463
TCGA-EE-A29S-06A	SKCM	2.447881163	3.008137979	1.887624348
TCGA-EE-A29T-06A	SKCM	2.711793679	3.049644447	2.373942911
TCGA-EE-A29V-06A	SKCM	2.951552263	3.39714418	2.505960347
TCGA-EE-A29W-06A	SKCM	2.993522724	3.629778887	2.357266562
TCGA-EE-A29X-06A	SKCM	2.77617187	3.493197919	2.059145821
TCGA-EE-A2A0-06A	SKCM	2.103290903	2.371297499	1.835284307
TCGA-EE-A2A1-06A	SKCM	2.331424812	2.476714243	2.186135381
TCGA-EE-A2A2-06A	SKCM	2.568314531	3.315852929	1.820776133
TCGA-EE-A2A5-06A	SKCM	3.245245992	3.881909138	2.608582846
TCGA-EE-A2A6-06A	SKCM	2.827109407	3.15022667	2.503992145
TCGA-EE-A2GB-06A	SKCM	3.314041176	3.758187635	2.869894717
TCGA-EE-A2GC-06A	SKCM	2.855874967	3.382355512	2.329394423
TCGA-EE-A2GD-06A	SKCM	2.130515517	2.519878992	1.741152042
TCGA-EE-A2GE-06A	SKCM	2.464785364	2.789292792	2.140277936
TCGA-EE-A2GH-06A	SKCM	2.258323507	2.43367655	2.082970464
TCGA-EE-A2GI-06A	SKCM	2.952277042	3.515665694	2.388888391
TCGA-EE-A2GJ-06A	SKCM	2.723909766	3.285022513	2.162797018
TCGA-EE-A2GK-06A	SKCM	1.437494604	0.811278124	2.063711084
TCGA-EE-A2GL-06A	SKCM	2.179049045	2.151908184	2.206189906
TCGA-EE-A2GM-06B	SKCM	3.295854348	3.717367294	2.874341401
